,response latency,response window,reward window,early lick times,stim-evoked lick times,reward-evoked lick times,ITI-evoked lick times,early lick?,trialType,validated outcomes,previous outcome,trial type
49,0.74045,1.25955,1.9369500000000004,[],"[0.74045, 0.79385, 0.9113500000000001, 0.9701, 1.0882500000000004, 1.1281999999999996, 1.2664499999999999, 1.3361, 1.42795, 1.4832, 1.60365, 1.6556499999999996, 1.7556000000000003, 1.80645, 1.9100000000000001, 1.9604499999999998]","[2.0630499999999996, 2.11845, 2.3387000000000002, 2.3725500000000004, 2.4551, 2.4931, 2.5753000000000004, 2.6203000000000003, 2.69925, 2.7405, 2.82855, 2.8759499999999996, 2.96225, 3.0126999999999997, 3.0934, 3.1422999999999996, 3.2355, 3.28475, 3.3708, 3.4251500000000004, 3.5154500000000004, 3.5780000000000003, 3.66805, 3.7266000000000004, 3.8271499999999996, 3.8808499999999997, 3.9719499999999996]","[4.0265, 4.12685, 4.17725, 4.27125, 4.32205, 4.41505, 4.47255, 4.5691, 4.63455, 4.7332, 4.7923, 4.8899, 4.95515]",False,G,hit,CR,nHIT
50,0.0,0.0,0.0,[],[],[],[],False,N,CR,hit,nCATCH
51,0.5747499999999999,1.42525,1.9095000000000004,[],"[0.5747499999999999, 0.61625, 0.7555499999999999, 0.8037999999999998, 0.9211499999999999, 0.9771000000000001, 1.1150000000000002, 1.1619000000000002, 1.2800000000000002, 1.338, 1.4576000000000002, 1.5110000000000001, 1.6220999999999997, 1.6734, 1.7806499999999996, 1.8318500000000002, 1.93635, 1.9958999999999998]","[2.0904999999999996, 2.14555, 2.4875999999999996, 2.52905, 2.615, 2.6616, 2.7422500000000003, 2.7868000000000004, 2.8705, 2.9242, 3.0045, 3.0553, 3.1445, 3.19355, 3.2872000000000003, 3.3389499999999996, 3.4281499999999996, 3.4837, 3.5833000000000004, 3.63065, 3.71375, 3.7641, 3.8487, 3.89905, 3.98675]","[4.0414, 4.13395, 4.1879, 4.2823, 4.343, 4.4444, 4.5068, 4.61425, 4.6682, 4.774, 4.8496, 4.85465, 4.8636, 4.96165]",False,G,hit,CR,nHIT
52,0.6770999999999998,1.3229000000000002,1.98665,[],"[0.6770999999999998, 0.7235, 0.84145, 0.8988999999999998, 1.0215500000000004, 1.0678999999999998, 1.18025, 1.2477999999999998, 1.2632500000000002, 1.2687999999999997, 1.3471000000000002, 1.4051999999999998, 1.5127499999999996, 1.5670000000000002, 1.6606500000000004, 1.7254500000000004, 1.8174000000000001, 1.87465, 1.9604499999999998]","[2.01335, 2.1115000000000004, 2.1628499999999997, 2.3676500000000003, 2.4082, 2.4912, 2.5348499999999996, 2.6174999999999997, 2.6681, 2.7539, 2.8080499999999997, 2.89285, 2.9448999999999996, 3.0271999999999997, 3.0805, 3.1603000000000003, 3.2119, 3.3023999999999996, 3.35555, 3.4515000000000002, 3.5047499999999996, 3.6007499999999997, 3.6679500000000003, 3.7554499999999997, 3.8091, 3.9015500000000003, 3.9513]","[4.046, 4.1014, 4.1931, 4.25055, 4.35575, 4.4325, 4.52455, 4.57625, 4.67865, 4.7419, 4.85415, 4.92035]",False,G,hit,hit,cHIT
53,0.0,0.0,0.0,[],[],[],[],False,N,CR,hit,nCATCH
54,0.7490000000000001,1.251,1.94365,[],"[0.7490000000000001, 0.7995999999999999, 0.9076, 0.9652500000000002, 1.0997000000000003, 1.1437999999999997, 1.2732, 1.3170000000000002, 1.4233000000000002, 1.4798499999999999, 1.5823, 1.6428000000000003, 1.7503000000000002, 1.80415, 1.9104, 1.9627999999999997]","[2.05635, 2.1112, 2.2022000000000004, 2.24195, 2.3259999999999996, 2.35565, 2.4384499999999996, 2.4830500000000004, 2.5585500000000003, 2.6043000000000003, 2.6873500000000003, 2.7363, 2.8289, 2.87805, 2.9625500000000002, 3.0119499999999997, 3.10825, 3.1582999999999997, 3.24585, 3.2979000000000003, 3.3848000000000003, 3.4414999999999996, 3.5351999999999997, 3.58615, 3.67865, 3.7365500000000003, 3.8385499999999997, 3.8900499999999996, 3.9942]","[4.04315, 4.1359, 4.1924, 4.2966, 4.34825, 4.44735, 4.5086, 4.6141, 4.68625, 4.794, 4.8425]",False,G,hit,CR,nHIT
55,0.0,0.0,0.0,[],[],[],[],False,N,CR,hit,nCATCH
56,0.2987999999999999,1.7012,1.7441000000000004,"[-0.4547500000000002, -0.41679999999999984, -0.25050000000000017, -0.19874999999999998, -0.05929999999999991, -0.013199999999999878]","[0.29879999999999995, 0.3517000000000001, 0.5117500000000001, 0.5607000000000002, 0.6827999999999999, 0.7414999999999998, 0.8609499999999999, 0.9070499999999999, 1.0195499999999997, 1.0754000000000001, 1.1862500000000002, 1.23815, 1.3509000000000002, 1.4160500000000003, 1.5335, 1.5799000000000003, 1.6981000000000002, 1.7614, 1.8714500000000003, 1.9274500000000003]","[2.2558999999999996, 2.3051000000000004, 2.4494499999999997, 2.4945000000000004, 2.8240499999999997, 2.8443500000000004, 2.97795, 3.0313499999999998, 3.1781499999999996, 3.2363, 3.4717000000000002, 3.5092499999999998]","[4.75495, 4.78105, 4.9269, 4.94775]",True,N,early lick,CR,early lick
57,0.6669499999999999,1.33305,1.93305,[],"[0.6669499999999999, 0.7139500000000001, 0.86625, 0.9127000000000001, 1.05645, 1.1385500000000004, 1.2359, 1.3034499999999998, 1.4105499999999997, 1.4635499999999997, 1.5803000000000003, 1.63305, 1.73855, 1.79155, 1.9148500000000004, 1.9629500000000002]","[2.0669500000000003, 2.1192, 2.4426500000000004, 2.4829499999999998, 2.5686, 2.6166, 2.6986999999999997, 2.7466, 2.83005, 2.8819, 2.9669, 3.0191999999999997, 3.107, 3.1599000000000004, 3.2531499999999998, 3.30445, 3.3893000000000004, 3.4452999999999996, 3.535, 3.6068499999999997, 3.70245, 3.7582000000000004, 3.8411999999999997, 3.8974, 3.9947]","[4.049, 4.15405, 4.21075, 4.2997, 4.3664, 4.3855, 4.388, 4.4721, 4.53685, 4.63535, 4.6846, 4.7882, 4.86125, 4.95625]",False,G,hit,early lick,post-mistake-HIT
58,0.0,0.0,0.0,[],[],[],[],False,N,CR,hit,nCATCH
59,0.6005500000000001,1.39945,1.95815,[],"[0.6005500000000001, 0.6452499999999999, 0.7684500000000001, 0.81575, 0.9330500000000002, 0.9826999999999999, 1.10635, 1.1595500000000003, 1.2789000000000001, 1.3361, 1.4457000000000004, 1.5080999999999998, 1.6026499999999997, 1.6555499999999999, 1.7457500000000001, 1.8040000000000003, 1.8956499999999998, 1.9446000000000003]","[2.04185, 2.09075, 2.1997999999999998, 2.22905, 2.3166, 2.3194999999999997, 2.4194000000000004, 2.4570499999999997, 2.5476, 2.59375, 2.6754499999999997, 2.7182000000000004, 2.8028500000000003, 2.85395, 2.9416, 2.9913999999999996, 3.07325, 3.1241000000000003, 3.2244, 3.2758000000000003, 3.3657500000000002, 3.41725, 3.5096499999999997, 3.5594, 3.64745, 3.70245, 3.7993499999999996, 3.85215, 3.9406499999999998, 3.9968000000000004]","[4.09335, 4.14705, 4.2497, 4.29905, 4.3815, 4.439, 4.53725, 4.6027, 4.7144, 4.77625, 4.88065, 4.9083]",False,G,hit,CR,nHIT
